re,f_re,R,F1,F2,F3,F4,delta_f,F4_pred,F4_act/pred,ulp_f,F1/ulp,F4/ulp
2.503448275862069,0.20110192837465557,0.4484438965742042,-2.7755575615628914e-17,0.0,0.0,-1.1102230246251565e-16,-5.551115123125783e-17,-6.189308367816348e-17,1.793775586296817,2.7755575615628914e-17,-1.0,-4.0
2.5310344827586206,0.2098092643051771,0.45804941251482584,0.0,0.0,0.0,0.0,0.0,0.0,N/A,2.7755575615628914e-17,0.0,0.0
2.5586206896551724,0.21832884097035044,0.46725671848604855,0.0,0.0,0.0,0.0,2.7755575615628914e-17,2.970056343497782e-17,0.0,2.7755575615628914e-17,0.0,0.0
2.586206896551724,0.22666666666666668,0.47609522856952335,0.0,0.0,0.0,0.0,0.0,0.0,N/A,2.7755575615628914e-17,0.0,0.0
2.613793103448276,0.23482849604221634,0.4845910606296987,-2.7755575615628914e-17,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-5.727628483192016e-17,0.9691821212593973,2.7755575615628914e-17,-1.0,-2.0
2.6413793103448278,0.24281984334203666,0.4927675347890085,2.7755575615628914e-17,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,5.632590147707925e-17,0.985535069578017,2.7755575615628914e-17,1.0,2.0
2.6689655172413795,0.2506459948320414,0.5006455780610085,-5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,N/A,5.551115123125783e-17,-1.0,0.0
2.6965517241379313,0.25831202046035817,0.5082440560010104,5.551115123125783e-17,0.0,0.0,1.1102230246251565e-16,5.551115123125783e-17,5.4610723505586326e-17,2.0329762240040417,5.551115123125783e-17,1.0,2.0
2.7241379310344827,0.26582278481012656,0.5155800469472481,0.0,0.0,0.0,0.0,0.0,0.0,N/A,5.551115123125783e-17,0.0,0.0
2.7517241379310344,0.27318295739348375,0.5226690706302447,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.3103535631371285e-17,0.0,5.551115123125783e-17,0.0,0.0
2.779310344827586,0.2803970223325062,0.5295252801637578,0.0,0.0,0.0,0.0,0.0,0.0,N/A,5.551115123125783e-17,0.0,0.0
2.806896551724138,0.28746928746928746,0.5361616243907125,0.0,0.0,0.0,0.0,0.0,0.0,N/A,5.551115123125783e-17,0.0,0.0
2.8344827586206898,0.2944038929440389,0.542589986033689,-5.551115123125783e-17,0.0,0.0,-1.1102230246251565e-16,-5.551115123125783e-17,-5.11538663264338e-17,2.170359944134756,5.551115123125783e-17,-1.0,-2.0
2.862068965517241,0.3012048192771084,0.5488212999484517,5.551115123125783e-17,0.0,0.0,1.1102230246251565e-16,5.551115123125783e-17,5.057306561942087e-17,2.195285199793807,5.551115123125783e-17,1.0,2.0
2.889655172413793,0.3078758949880668,0.5548656549004153,-5.551115123125783e-17,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,N/A,5.551115123125783e-17,-1.0,0.0
